symbol,name,sector,exchange
NKIND,NK Industries Limited,NSE Equity,NS
NLCINDIA,NLC India Limited,NSE Equity,NS
NMDC,NMDC Limited,NSE Equity,NS
NOCIL,NOCIL Limited,NSE Equity,NS
NOIDATOLL,Noida Toll Bridge Company Limited,NSE Equity,NS
NORBTEAEXP,Norben Tea & Exports Limited,NSE Equity,NS
NORTHARC,Northern Arc Capital Limited,NSE Equity,NS
NOVAAGRI,Nova Agritech Limited,NSE Equity,NS
NPST,Network People Services Technologies Limited,NSE Equity,NS
NRAIL,N R Agarwal Industries Limited,NSE Equity,NS
NRBBEARING,NRB Bearing Limited,NSE Equity,NS
NRL,Nupur Recyclers Limited,NSE Equity,NS
NSIL,Nalwa Sons Investments Limited,NSE Equity,NS
NSLNISP,NMDC Steel Limited,NSE Equity,NS
NTPC,NTPC Limited,NSE Equity,NS
NTPCGREEN,NTPC Green Energy Limited,NSE Equity,NS
NUCLEUS,Nucleus Software Exports Limited,NSE Equity,NS
NURECA,Nureca Limited,NSE Equity,NS
NUVAMA,Nuvama Wealth Management Limited,NSE Equity,NS
NUVOCO,Nuvoco Vistas Corporation Limited,NSE Equity,NS
NYKAA,FSN E-Commerce Ventures Limited,NSE Equity,NS
OAL,Oriental Aromatics Limited,NSE Equity,NS
OBCL,Orissa Bengal Carrier Limited,NSE Equity,NS
OBEROIRLTY,Oberoi Realty Limited,NSE Equity,NS
OCCLLTD,OCCL Limited,NSE Equity,NS
ODIGMA,Odigma Consultancy Solutions Limited,NSE Equity,NS
OFSS,Oracle Financial Services Software Limited,NSE Equity,NS
OIL,Oil India Limited,NSE Equity,NS
OILCOUNTUB,Oil Country Tubular Limited,NSE Equity,NS
OLAELEC,Ola Electric Mobility Limited,NSE Equity,NS
OLECTRA,Olectra Greentech Limited,NSE Equity,NS
OMAXAUTO,Omax Autos Limited,NSE Equity,NS
OMAXE,Omaxe Limited,NSE Equity,NS
OMFREIGHT,Om Freight Forwarders Limited,NSE Equity,NS
OMINFRAL,OM INFRA LIMITED,NSE Equity,NS
OMKARCHEM,Omkar Speciality Chemicals Limited,NSE Equity,NS
ONELIFECAP,Onelife Capital Advisors Limited,NSE Equity,NS
ONEPOINT,One Point One Solutions Limited,NSE Equity,NS
ONESOURCE,Onesource Specialty Pharma Limited,NSE Equity,NS
ONGC,Oil & Natural Gas Corporation Limited,NSE Equity,NS
ONMOBILE,OnMobile Global Limited,NSE Equity,NS
ONWARDTEC,Onward Technologies Limited,NSE Equity,NS
OPTIEMUS,Optiemus Infracom Limited,NSE Equity,NS
ORBTEXP,Orbit Exports Limited,NSE Equity,NS
ORCHASP,Orchasp Limited,NSE Equity,NS
ORCHPHARMA,Orchid Pharma Limited,NSE Equity,NS
ORICONENT,Oricon Enterprises Limited,NSE Equity,NS
ORIENTALTL,Oriental Trimex Limited,NSE Equity,NS
ORIENTBELL,Orient Bell Limited,NSE Equity,NS
ORIENTCEM,Orient Cement Limited,NSE Equity,NS
ORIENTCER,ORIENT CERATECH LIMITED,NSE Equity,NS
ORIENTELEC,Orient Electric Limited,NSE Equity,NS
ORIENTHOT,Oriental Hotels Limited,NSE Equity,NS
ORIENTLTD,Orient Press Limited,NSE Equity,NS
ORIENTPPR,Orient Paper & Industries Limited,NSE Equity,NS
ORIENTTECH,Orient Technologies Limited,NSE Equity,NS
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE Equity,NS
ORKLAINDIA,Orkla India Limited,NSE Equity,NS
ORTEL,Ortel Communications Limited,NSE Equity,NS
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE Equity,NS
OSIAHYPER,Osia Hyper Retail Limited,NSE Equity,NS
OSWALAGRO,Oswal Agro Mills Limited,NSE Equity,NS
OSWALGREEN,Oswal Greentech Limited,NSE Equity,NS
OSWALPUMPS,Oswal Pumps Limited,NSE Equity,NS
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE Equity,NS
PACEDIGITK,Pace Digitek Limited,NSE Equity,NS
PAGEIND,Page Industries Limited,NSE Equity,NS
PAISALO,Paisalo Digital Limited,NSE Equity,NS
PAKKA,PAKKA LIMITED,NSE Equity,NS
PALASHSECU,Palash Securities Limited,NSE Equity,NS
PALREDTEC,Palred Technologies Limited,NSE Equity,NS
PANACEABIO,Panacea Biotec Limited,NSE Equity,NS
PANACHE,Panache Digilife Limited,NSE Equity,NS
PANAMAPET,Panama Petrochem Limited,NSE Equity,NS
PANSARI,Pansari Developers Limited,NSE Equity,NS
PAR,Par Drugs And Chemicals Limited,NSE Equity,NS
PARACABLES,Paramount Communications Limited,NSE Equity,NS
PARADEEP,Paradeep Phosphates Limited,NSE Equity,NS
PARAGMILK,Parag Milk Foods Limited,NSE Equity,NS
PARAS,Paras Defence and Space Technologies Limited,NSE Equity,NS
PARASPETRO,Paras Petrofils Limited,NSE Equity,NS
PARKHOSPS,Park Medi World Limited,NSE Equity,NS
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE Equity,NS
PARSVNATH,Parsvnath Developers Limited,NSE Equity,NS
PASHUPATI,Pashupati Cotspin Limited,NSE Equity,NS
PASUPTAC,Pasupati Acrylon Limited,NSE Equity,NS
PATANJALI,Patanjali Foods Limited,NSE Equity,NS
PATELENG,Patel Engineering Limited,NSE Equity,NS
PATELRMART,Patel Retail Limited,NSE Equity,NS
PATINTLOG,Patel Integrated Logistics Limited,NSE Equity,NS
PAUSHAKLTD,Paushak Limited,NSE Equity,NS
PAVNAIND,Pavna Industries Limited,NSE Equity,NS
PAYTM,One 97 Communications Limited,NSE Equity,NS
PCBL,PCBL Chemical Limited,NSE Equity,NS
PCJEWELLER,PC Jeweller Limited,NSE Equity,NS
PDMJEPAPER,Pudumjee Paper Products Limited,NSE Equity,NS
PDSL,PDS Limited,NSE Equity,NS
PEARLPOLY,Pearl Polymers Limited,NSE Equity,NS
PENIND,Pennar Industries Limited,NSE Equity,NS
PENINLAND,Peninsula Land Limited,NSE Equity,NS
PERSISTENT,Persistent Systems Limited,NSE Equity,NS
PETRONET,Petronet LNG Limited,NSE Equity,NS
PFC,Power Finance Corporation Limited,NSE Equity,NS
PFIZER,Pfizer Limited,NSE Equity,NS
PFOCUS,Prime Focus Limited,NSE Equity,NS
PFS,PTC India Financial Services Limited,NSE Equity,NS
PGEL,PG Electroplast Limited,NSE Equity,NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE Equity,NS
PGHL,Procter & Gamble Health Limited,NSE Equity,NS
PGIL,Pearl Global Industries Limited,NSE Equity,NS
PHOENIXLTD,The Phoenix Mills Limited,NSE Equity,NS
PICCADIL,Piccadily Agro Industries Limited,NSE Equity,NS
PIDILITIND,Pidilite Industries Limited,NSE Equity,NS
PIGL,Power & Instrumentation (Gujarat) Limited,NSE Equity,NS
PIIND,PI Industries Limited,NSE Equity,NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,NSE Equity,NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,NSE Equity,NS
PINELABS,Pine Labs Limited,NSE Equity,NS
PIONEEREMB,Pioneer Embroideries Limited,NSE Equity,NS
PIRAMALFIN,Piramal Finance Limited,NSE Equity,NS
PITTIENG,Pitti Engineering Limited,NSE Equity,NS
PIXTRANS,Pix Transmissions Limited,NSE Equity,NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,NSE Equity,NS
PLASTIBLEN,Plastiblends India Limited,NSE Equity,NS
PLATIND,Platinum Industries Limited,NSE Equity,NS
PLAZACABLE,Plaza Wires Limited,NSE Equity,NS
PNB,Punjab National Bank,NSE Equity,NS
PNBGILTS,PNB Gilts Limited,NSE Equity,NS
PNBHOUSING,PNB Housing Finance Limited,NSE Equity,NS
PNC,Pritish Nandy Communications Limited,NSE Equity,NS
PNCINFRA,PNC Infratech Limited,NSE Equity,NS
PNGJL,P N Gadgil Jewellers Limited,NSE Equity,NS
POCL,Pondy Oxides & Chemicals Limited,NSE Equity,NS
PODDARMENT,Poddar Pigments Limited,NSE Equity,NS
POKARNA,Pokarna Limited,NSE Equity,NS
POLICYBZR,PB Fintech Limited,NSE Equity,NS
POLYCAB,Polycab India Limited,NSE Equity,NS
POLYMED,Poly Medicure Limited,NSE Equity,NS
POLYPLEX,Polyplex Corporation Limited,NSE Equity,NS
PONNIERODE,Ponni Sugars (Erode) Limited,NSE Equity,NS
POONAWALLA,Poonawalla Fincorp Limited,NSE Equity,NS
POWERGRID,Power Grid Corporation of India Limited,NSE Equity,NS
POWERINDIA,Hitachi Energy India Limited,NSE Equity,NS
POWERMECH,Power Mech Projects Limited,NSE Equity,NS
PPAP,PPAP Automotive Limited,NSE Equity,NS
PPL,Prakash Pipes Limited,NSE Equity,NS
PPLPHARMA,Piramal Pharma Limited,NSE Equity,NS
PRABHA,Prabha Energy Limited,NSE Equity,NS
PRAENG,Prajay Engineers Syndicate Limited,NSE Equity,NS
PRAJIND,Praj Industries Limited,NSE Equity,NS
PRAKASH,Prakash Industries Limited,NSE Equity,NS
PRAKASHSTL,Prakash Steelage Limited,NSE Equity,NS
PRAXIS,Praxis Home Retail Limited,NSE Equity,NS
PRECAM,Precision Camshafts Limited,NSE Equity,NS
PRECOT,Precot Limited,NSE Equity,NS
PRECWIRE,Precision Wires India Limited,NSE Equity,NS
PREMEXPLN,Premier Explosives Limited,NSE Equity,NS
PREMIER,Premier Limited,NSE Equity,NS
PREMIERENE,Premier Energies Limited,NSE Equity,NS
PREMIERPOL,Premier Polyfilm Limited,NSE Equity,NS
PRESTIGE,Prestige Estates Projects Limited,NSE Equity,NS
PRICOLLTD,Pricol Limited,NSE Equity,NS
PRIMESECU,Prime Securities Limited,NSE Equity,NS
PRIMO,Primo Chemicals Limited,NSE Equity,NS
PRINCEPIPE,Prince Pipes And Fittings Limited,NSE Equity,NS
PRITI,Priti International Limited,NSE Equity,NS
PRITIKAUTO,Pritika Auto Industries Limited,NSE Equity,NS
PRIVISCL,Privi Speciality Chemicals Limited,NSE Equity,NS
PROSTARM,Prostarm Info Systems Limited,NSE Equity,NS
PROTEAN,Protean eGov Technologies Limited,NSE Equity,NS
PROZONER,Prozone Realty Limited,NSE Equity,NS
PRSMJOHNSN,Prism Johnson Limited,NSE Equity,NS
PRUDENT,Prudent Corporate Advisory Services Limited,NSE Equity,NS
PRUDMOULI,Prudential Sugar Corporation Limited,NSE Equity,NS
PSB,Punjab & Sind Bank,NSE Equity,NS
PSPPROJECT,PSP Projects Limited,NSE Equity,NS
PTC,PTC India Limited,NSE Equity,NS
PTCIL,PTC Industries Limited,NSE Equity,NS
PTL,PTL Enterprises Limited,NSE Equity,NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE Equity,NS
PURVA,Puravankara Limited,NSE Equity,NS
PVP,PVP Ventures Limited,NSE Equity,NS
PVRINOX,PVR INOX Limited,NSE Equity,NS
PVSL,Popular Vehicles and Services Limited,NSE Equity,NS
PWL,Physicswallah Limited,NSE Equity,NS
PYRAMID,Pyramid Technoplast Limited,NSE Equity,NS
QPOWER,Quality Power Electrical Equipments Limited,NSE Equity,NS
QUADFUTURE,Quadrant Future Tek Limited,NSE Equity,NS
QUESS,Quess Corp Limited,NSE Equity,NS
QUICKHEAL,Quick Heal Technologies Limited,NSE Equity,NS
QUINTEGRA,Quintegra Solutions Limited,NSE Equity,NS
RACE,Race Eco Chain Limited,NSE Equity,NS
RACLGEAR,RACL Geartech Limited,NSE Equity,NS
RADAAN,Radaan Mediaworks India Limited,NSE Equity,NS
RADHIKAJWE,Radhika Jeweltech Limited,NSE Equity,NS
RADIANTCMS,Radiant Cash Management Services Limited,NSE Equity,NS
RADICO,Radico Khaitan Limited,NSE Equity,NS
RADIOCITY,Music Broadcast Limited,NSE Equity,NS
RAILTEL,Railtel Corporation Of India Limited,NSE Equity,NS
RAIN,Rain Industries Limited,NSE Equity,NS
RAINBOW,Rainbow Childrens Medicare Limited,NSE Equity,NS
RAJESHEXPO,Rajesh Exports Limited,NSE Equity,NS
RAJMET,Rajnandini Metal Limited,NSE Equity,NS
RAJOOENG,Rajoo Engineers Limited,NSE Equity,NS
RAJRATAN,Rajratan Global Wire Limited,NSE Equity,NS
RAJRILTD,Raj Rayon Industries Limited,NSE Equity,NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,NSE Equity,NS
RAJTV,Raj Television Network Limited,NSE Equity,NS
RAJVIR,Rajvir Industries Limited,NSE Equity,NS
RALLIS,Rallis India Limited,NSE Equity,NS
RAMANEWS,Shree Rama Newsprint Limited,NSE Equity,NS
RAMAPHO,Rama Phosphates Limited,NSE Equity,NS
RAMASTEEL,Rama Steel Tubes Limited,NSE Equity,NS
RAMCOCEM,The Ramco Cements Limited,NSE Equity,NS
RAMCOIND,Ramco Industries Limited,NSE Equity,NS
RAMCOSYS,Ramco Systems Limited,NSE Equity,NS
RAMKY,Ramky Infrastructure Limited,NSE Equity,NS
RAMRAT,Ram Ratna Wires Limited,NSE Equity,NS
RANASUG,Rana Sugars Limited,NSE Equity,NS
RANEHOLDIN,Rane Holdings Limited,NSE Equity,NS
RATEGAIN,Rategain Travel Technologies Limited,NSE Equity,NS
RATNAMANI,Ratnamani Metals & Tubes Limited,NSE Equity,NS
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE Equity,NS
RAYMOND,Raymond Limited,NSE Equity,NS
RAYMONDLSL,Raymond Lifestyle Limited,NSE Equity,NS
RAYMONDREL,Raymond Realty Limited,NSE Equity,NS
RBA,Restaurant Brands Asia Limited,NSE Equity,NS
RBLBANK,RBL Bank Limited,NSE Equity,NS
RBZJEWEL,RBZ Jewellers Limited,NSE Equity,NS
RCF,Rashtriya Chemicals and Fertilizers Limited,NSE Equity,NS
RCOM,Reliance Communications Limited,NSE Equity,NS
RECLTD,REC Limited,NSE Equity,NS
REDINGTON,Redington Limited,NSE Equity,NS
REDTAPE,Redtape Limited,NSE Equity,NS
REFEX,Refex Industries Limited,NSE Equity,NS
REGAAL,Regaal Resources Limited,NSE Equity,NS
REGENCERAM,Regency Ceramics Limited,NSE Equity,NS
RELAXO,Relaxo Footwears Limited,NSE Equity,NS
RELCHEMQ,Reliance Chemotex Industries Limited,NSE Equity,NS
RELIABLE,Reliable Data Services Limited,NSE Equity,NS
RELIANCE,Reliance Industries Limited,NSE Equity,NS
RELIGARE,Religare Enterprises Limited,NSE Equity,NS
RELINFRA,Reliance Infrastructure Limited,NSE Equity,NS
RELTD,Ravindra Energy Limited,NSE Equity,NS
REMSONSIND,Remsons Industries Limited,NSE Equity,NS
RENUKA,Shree Renuka Sugars Limited,NSE Equity,NS
REPCOHOME,Repco Home Finance Limited,NSE Equity,NS
REPL,Rudrabhishek Enterprises Limited,NSE Equity,NS
REPRO,Repro India Limited,NSE Equity,NS
RESPONIND,Responsive Industries Limited,NSE Equity,NS
RETAIL,JHS Svendgaard Retail Ventures Limited,NSE Equity,NS
RGL,Renaissance Global Limited,NSE Equity,NS
RHETAN,Rhetan TMT Limited,NSE Equity,NS
RHFL,Reliance Home Finance Limited,NSE Equity,NS
RHIM,RHI MAGNESITA INDIA LIMITED,NSE Equity,NS
RHL,Robust Hotels Limited,NSE Equity,NS
RICOAUTO,Rico Auto Industries Limited,NSE Equity,NS
RIIL,Reliance Industrial Infrastructure Limited,NSE Equity,NS
RISHABH,Rishabh Instruments Limited,NSE Equity,NS
RITCO,Ritco Logistics Limited,NSE Equity,NS
RITES,RITES Limited,NSE Equity,NS
RKDL,Ravi Kumar Distilleries Limited,NSE Equity,NS
RKEC,RKEC Projects Limited,NSE Equity,NS
RKFORGE,Ramkrishna Forgings Limited,NSE Equity,NS
RKSWAMY,R K Swamy Limited,NSE Equity,NS
RMDRIP,R M Drip and Sprinklers Systems Limited,NSE Equity,NS
RML,Rane (Madras) Limited,NSE Equity,NS
RNBDENIMS,R&B Denims Limited,NSE Equity,NS
ROHLTD,Royal Orchid Hotels Limited,NSE Equity,NS
ROLEXRINGS,Rolex Rings Limited,NSE Equity,NS
ROLLT,Rollatainers Limited,NSE Equity,NS
ROML,Raj Oil Mills Limited,NSE Equity,NS
ROSSARI,Rossari Biotech Limited,NSE Equity,NS
ROSSELLIND,Rossell India Limited,NSE Equity,NS
ROSSTECH,Rossell Techsys Limited,NSE Equity,NS
ROTO,Roto Pumps Limited,NSE Equity,NS
ROUTE,ROUTE MOBILE LIMITED,NSE Equity,NS
RPEL,Raghav Productivity Enhancers Limited,NSE Equity,NS
RPGLIFE,RPG Life Sciences Limited,NSE Equity,NS
RPOWER,Reliance Power Limited,NSE Equity,NS
RPPINFRA,R.P.P. Infra Projects Limited,NSE Equity,NS
RPPL,Rajshree Polypack Limited,NSE Equity,NS
RPSGVENT,RPSG VENTURES LIMITED,NSE Equity,NS
RPTECH,Rashi Peripherals Limited,NSE Equity,NS
RRKABEL,R R Kabel Limited,NSE Equity,NS
RSSOFTWARE,R. S. Software (India) Limited,NSE Equity,NS
RSWM,RSWM Limited,NSE Equity,NS
RSYSTEMS,R Systems International Limited,NSE Equity,NS
RTNINDIA,RattanIndia Enterprises Limited,NSE Equity,NS
RTNPOWER,RattanIndia Power Limited,NSE Equity,NS
RUBFILA,Rubfila International Limited,NSE Equity,NS
RUBICON,Rubicon Research Limited,NSE Equity,NS
RUBYMILLS,The Ruby Mills Limited,NSE Equity,NS
RUCHINFRA,Ruchi Infrastructure Limited,NSE Equity,NS
RUCHIRA,Ruchira Papers Limited,NSE Equity,NS
RUDRA,Rudra Global Infra Products Limited,NSE Equity,NS
RUPA,Rupa & Company Limited,NSE Equity,NS
RUSHIL,Rushil Decor Limited,NSE Equity,NS
RUSTOMJEE,Keystone Realtors Limited,NSE Equity,NS
RVHL,Ravinder Heights Limited,NSE Equity,NS
RVNL,Rail Vikas Nigam Limited,NSE Equity,NS
RVTH,Revathi Equipment India Limited,NSE Equity,NS
S&SPOWER,S&S Power Switchgears Limited,NSE Equity,NS
SAATVIKGL,Saatvik Green Energy Limited,NSE Equity,NS
SABEVENTS,Sab Events & Governance Now Media Limited,NSE Equity,NS
SABTNL,Sri Adhikari Brothers Television Network Limited,NSE Equity,NS
SADBHAV,Sadbhav Engineering Limited,NSE Equity,NS
SADBHIN,Sadbhav Infrastructure Project Limited,NSE Equity,NS
SADHNANIQ,Sadhana Nitrochem Limited,NSE Equity,NS
SAFARI,Safari Industries (India) Limited,NSE Equity,NS
SAGARDEEP,Sagardeep Alloys Limited,NSE Equity,NS
SAGCEM,Sagar Cements Limited,NSE Equity,NS
SAGILITY,SAGILITY LIMITED,NSE Equity,NS
SAHYADRI,Sahyadri Industries Limited,NSE Equity,NS
SAIL,Steel Authority of India Limited,NSE Equity,NS
SAILIFE,Sai Life Sciences Limited,NSE Equity,NS
SAKAR,Sakar Healthcare Limited,NSE Equity,NS
SAKHTISUG,Sakthi Sugars Limited,NSE Equity,NS
SAKSOFT,Saksoft Limited,NSE Equity,NS
SAKUMA,Sakuma Exports Limited,NSE Equity,NS
SALASAR,Salasar Techno Engineering Limited,NSE Equity,NS
SALONA,Salona Cotspin Limited,NSE Equity,NS
SALSTEEL,S.A.L. Steel Limited,NSE Equity,NS
SALZERELEC,Salzer Electronics Limited,NSE Equity,NS
SAMBHAAV,Sambhaav Media Limited,NSE Equity,NS
SAMBHV,Sambhv Steel Tubes Limited,NSE Equity,NS
SAMHI,Samhi Hotels Limited,NSE Equity,NS
SAMMAANCAP,Sammaan Capital Limited,NSE Equity,NS
SAMPANN,Sampann Utpadan India Limited,NSE Equity,NS
SANATHAN,Sanathan Textiles Limited,NSE Equity,NS
SANCO,Sanco Industries Limited,NSE Equity,NS
SANDESH,The Sandesh Limited,NSE Equity,NS
SANDHAR,Sandhar Technologies Limited,NSE Equity,NS
SANDUMA,Sandur Manganese & Iron Ores Limited,NSE Equity,NS
SANGAMIND,Sangam (India) Limited,NSE Equity,NS
SANGHIIND,Sanghi Industries Limited,NSE Equity,NS
SANGHVIMOV,Sanghvi Movers Limited,NSE Equity,NS
SANGINITA,Sanginita Chemicals Limited,NSE Equity,NS
SANOFI,Sanofi India Limited,NSE Equity,NS
SANOFICONR,Sanofi Consumer Healthcare India Limited,NSE Equity,NS
SANSERA,Sansera Engineering Limited,NSE Equity,NS
SANSTAR,Sanstar Limited,NSE Equity,NS
SANWARIA,Sanwaria Consumer Limited,NSE Equity,NS
SAPPHIRE,Sapphire Foods India Limited,NSE Equity,NS
SARDAEN,Sarda Energy & Minerals Limited,NSE Equity,NS
SAREGAMA,Saregama India Limited,NSE Equity,NS
SARLAPOLY,Sarla Performance Fibers Limited,NSE Equity,NS
SARVESHWAR,Sarveshwar Foods Limited,NSE Equity,NS
SASKEN,Sasken Technologies Limited,NSE Equity,NS
SASTASUNDR,Sastasundar Ventures Limited,NSE Equity,NS
SATIA,Satia Industries Limited,NSE Equity,NS
SATIN,Satin Creditcare Network Limited,NSE Equity,NS
SAURASHCEM,Saurashtra Cement Limited,NSE Equity,NS
SBC,SBC Exports Limited,NSE Equity,NS
SBCL,Shivalik Bimetal Controls Limited,NSE Equity,NS
SBFC,SBFC Finance Limited,NSE Equity,NS
SBGLP,Suratwwala Business Group Limited,NSE Equity,NS
SBICARD,SBI Cards and Payment Services Limited,NSE Equity,NS
SBILIFE,SBI Life Insurance Company Limited,NSE Equity,NS
SBIN,State Bank of India,NSE Equity,NS
SCHAEFFLER,Schaeffler India Limited,NSE Equity,NS
SCHAND,S Chand And Company Limited,NSE Equity,NS
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE Equity,NS
SCI,Shipping Corporation Of India Limited,NSE Equity,NS
SCILAL,Shipping Corporation of India Land and Assets Limited,NSE Equity,NS
SCODATUBES,Scoda Tubes Limited,NSE Equity,NS
SCPL,Sheetal Cool Products Limited,NSE Equity,NS
SDBL,Som Distilleries & Breweries Limited,NSE Equity,NS
SEAMECLTD,Seamec Limited,NSE Equity,NS
SECMARK,SecMark Consultancy Limited,NSE Equity,NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,NSE Equity,NS
SEJALLTD,Sejal Glass Limited,NSE Equity,NS
SELMC,SEL Manufacturing Company Limited,NSE Equity,NS
SEMAC,Semac Construction Limited,NSE Equity,NS
SENCO,Senco Gold Limited,NSE Equity,NS
SENORES,Senores Pharmaceuticals Limited,NSE Equity,NS
SEPC,SEPC Limited,NSE Equity,NS
SEQUENT,Sequent Scientific Limited,NSE Equity,NS
SERVOTECH,Servotech Renewable Power System Limited,NSE Equity,NS
SESHAPAPER,Seshasayee Paper and Boards Limited,NSE Equity,NS
SETCO,Setco Automotive Limited,NSE Equity,NS
SETUINFRA,Setubandhan Infrastructure Limited,NSE Equity,NS
SEYAIND,Seya Industries Limited,NSE Equity,NS
SFL,Sheela Foam Limited,NSE Equity,NS
SGFIN,SG Finserve Limited,NSE Equity,NS
SGIL,Synergy Green Industries Limited,NSE Equity,NS
SGL,STL Global Limited,NSE Equity,NS
SGLTL,Standard Glass Lining Technology Limited,NSE Equity,NS
SGMART,SG Mart Limited,NSE Equity,NS
SHAH,Shah Metacorp Limited,NSE Equity,NS
SHAHALLOYS,Shah Alloys Limited,NSE Equity,NS
SHAILY,Shaily Engineering Plastics Limited,NSE Equity,NS
SHAKTIPUMP,Shakti Pumps (India) Limited,NSE Equity,NS
SHALBY,Shalby Limited,NSE Equity,NS
SHALPAINTS,Shalimar Paints Limited,NSE Equity,NS
SHANKARA,Shankara Building Products Limited,NSE Equity,NS
SHANTI,Shanti Overseas (India) Limited,NSE Equity,NS
SHANTIGEAR,Shanthi Gears Limited,NSE Equity,NS
SHANTIGOLD,Shanti Gold International Limited,NSE Equity,NS
SHARDACROP,Sharda Cropchem Limited,NSE Equity,NS
SHARDAMOTR,Sharda Motor Industries Limited,NSE Equity,NS
SHAREINDIA,Share India Securities Limited,NSE Equity,NS
SHEKHAWATI,Shekhawati Industries Limited,NSE Equity,NS
SHEMAROO,Shemaroo Entertainment Limited,NSE Equity,NS
SHILCTECH,Shilchar Technologies Limited,NSE Equity,NS
SHILPAMED,Shilpa Medicare Limited,NSE Equity,NS
SHIVALIK,Shivalik Rasayan Limited,NSE Equity,NS
SHIVAMAUTO,Shivam Autotech Limited,NSE Equity,NS
SHIVAMILLS,Shiva Mills Limited,NSE Equity,NS
SHIVATEX,Shiva Texyarn Limited,NSE Equity,NS
SHIVAUM,Shiv Aum Steels Limited,NSE Equity,NS
SHK,S H Kelkar and Company Limited,NSE Equity,NS
SHOPERSTOP,Shoppers Stop Limited,NSE Equity,NS
SHRADHA,Shradha Infraprojects Limited,NSE Equity,NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,NSE Equity,NS
SHREECEM,SHREE CEMENT LIMITED,NSE Equity,NS
SHREEJISPG,Shreeji Shipping Global Limited,NSE Equity,NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,NSE Equity,NS
SHREERAMA,Shree Rama Multi-Tech Limited,NSE Equity,NS
SHRENIK,Shrenik Limited,NSE Equity,NS
SHREYANIND,Shreyans Industries Limited,NSE Equity,NS
SHRINGARMS,Shringar House of Mangalsutra Limited,NSE Equity,NS
SHRIPISTON,Shriram Pistons & Rings Limited,NSE Equity,NS
SHRIRAMFIN,Shriram Finance Limited,NSE Equity,NS
SHRIRAMPPS,Shriram Properties Limited,NSE Equity,NS
SHYAMCENT,Shyam Century Ferrous Limited,NSE Equity,NS
SHYAMMETL,Shyam Metalics and Energy Limited,NSE Equity,NS
SHYAMTEL,Shyam Telecom Limited,NSE Equity,NS
SICALLOG,Sical Logistics Limited,NSE Equity,NS
SIEMENS,Siemens Limited,NSE Equity,NS
SIGACHI,Sigachi Industries Limited,NSE Equity,NS
SIGIND,Signet Industries Limited,NSE Equity,NS
SIGMA,Sigma Solve Limited,NSE Equity,NS
SIGNATURE,Signatureglobal (India) Limited,NSE Equity,NS
SIGNPOST,Signpost India Limited,NSE Equity,NS
SIKKO,Sikko Industries Limited,NSE Equity,NS
SIL,Standard Industries Limited,NSE Equity,NS
SILGO,Silgo Retail Limited,NSE Equity,NS
SILINV,SIL Investments Limited,NSE Equity,NS
SILLYMONKS,Silly Monks Entertainment Limited,NSE Equity,NS
SILVERTUC,Silver Touch Technologies Limited,NSE Equity,NS
SIMBHALS,Simbhaoli Sugars Limited,NSE Equity,NS
SIMPLEXINF,Simplex Infrastructures Limited,NSE Equity,NS
SINCLAIR,Sinclairs Hotels Limited,NSE Equity,NS
SINDHUTRAD,Sindhu Trade Links Limited,NSE Equity,NS
SINTERCOM,Sintercom India Limited,NSE Equity,NS
SIRCA,Sirca Paints India Limited,NSE Equity,NS
SIS,SIS LIMITED,NSE Equity,NS
SITINET,Siti Networks Limited,NSE Equity,NS
SIYSIL,Siyaram Silk Mills Limited,NSE Equity,NS
SJS,S.J.S. Enterprises Limited,NSE Equity,NS
SJVN,SJVN Limited,NSE Equity,NS
SKFINDIA,SKF India Limited,NSE Equity,NS
SKFINDUS,SKF India (Industrial) Limited,NSE Equity,NS
SKIL,SKIL Infrastructure Limited,NSE Equity,NS
SKIPPER,Skipper Limited,NSE Equity,NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE Equity,NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE Equity,NS
SMARTLINK,Smartlink Holdings Limited,NSE Equity,NS
SMARTWORKS,Smartworks Coworking Spaces Limited,NSE Equity,NS
SMCGLOBAL,SMC Global Securities Limited,NSE Equity,NS
SMLMAH,SML Mahindra Limited,NSE Equity,NS
SMLT,Sarthak Metals Limited,NSE Equity,NS
SMSPHARMA,SMS Pharmaceuticals Limited,NSE Equity,NS
SNOWMAN,Snowman Logistics Limited,NSE Equity,NS
SOBHA,Sobha Limited,NSE Equity,NS
SOFTTECH,Softtech Engineers Limited,NSE Equity,NS
